id,name,full_name,region,zone,search_text
a8c410f4-d5ea-473c-bae7-304d2dad036f,ሰለ,"ሰለ, ማዕከላዊ, ትግራይ",ትግራይ,ማዕከላዊ,ሰለ ማዕከላዊ ትግራይ
a8cada34-3a20-4bb0-8e76-194cbda04ab9,ሃማሮ ሃዳድ,"ሃማሮ ሃዳድ, ፊቅ, ሶማሊ",ሶማሊ,ፊቅ,ሃማሮ ሃዳድ ፊቅ ሶማሊ
a9534830-8c6b-4300-a044-da511786b511,ዱም,"ዱም, ደቡባዊ, ትግራይ",ትግራይ,ደቡባዊ,ዱም ደቡባዊ ትግራይ
ac613363-706a-4245-8684-ea69e6147f03,እዝ ዛይር,"እዝ ዛይር, ሰሜን ጎንደር, አማራ",አማራ,ሰሜን ጎንደር,እዝ ዛይር ሰሜን ጎንደር አማራ
ace184e6-b8ae-4c80-b44e-b3ae898c0801,ቀብሪ ደሃር,"ቀብሪ ደሃር, ኮራሄ, ሶማሊ",ሶማሊ,ኮራሄ,ቀብሪ ደሃር ኮራሄ ሶማሊ
ad093b4c-2f44-4cbe-bdb3-d5b329c68d80,ጋምቤላ,"ጋምቤላ, ጋምቤላ ዞን 1",ጋምቤላ,ጋምቤላ ዞን 1,ጋምቤላ ጋምቤላ ዞን 1 ጋምቤላ
ad4d422d-2a31-4dd9-8a90-0fe58a80264d,ኢሚ,"ኢሚ, ጎዴ, ሶማሊ",ሶማሊ,ጎዴ,ኢሚ ጎዴ ሶማሊ
ae6dba65-500f-4098-90fa-b3f0ac737b7a,አንጊላ,"አንጊላ, ሰሜን ኦሞ, ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል",ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል,ሰሜን ኦሞ,አንጊላ ሰሜን ኦሞ ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል
aeb1df7a-d462-4a05-bf75-d36820c06802,እብናት,"እብናት, ደቡብ ጎንደር, አማራ",አማራ,ደቡብ ጎንደር,እብናት ደቡብ ጎንደር አማራ
af189921-fd1c-404d-8518-07ea8e049ec2,ቀላፎ,"ቀላፎ, አፍዴር, ሶማሊ",ሶማሊ,አፍዴር,ቀላፎ አፍዴር ሶማሊ
af8bada7-14d2-45d8-8b6f-35788e1ee740,ሲፋኒ,"ሲፋኒ, አፋር ዞን 4, አፋር",አፋር,አፋር ዞን 4,ሲፋኒ አፋር ዞን 4 አፋር
afb4bd1c-c155-4f0f-b817-cacad7bed0ce,ዳርዴ,"ዳርዴ, ባሌ, ኦሮሚያ",ኦሮሚያ,ባሌ,ዳርዴ ባሌ ኦሮሚያ
b0d16a02-7e48-4e03-9728-b10137a15932,ዲቢሌ,"ዲቢሌ, ደገሃቡር, ሶማሊ",ሶማሊ,ደገሃቡር,ዲቢሌ ደገሃቡር ሶማሊ
b31ef78e-5384-427d-957e-35b732a71ab9,አርባ ምንጭ,"አርባ ምንጭ, ሰሜን ኦሞ, ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል",ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል,ሰሜን ኦሞ,አርባ ምንጭ ሰሜን ኦሞ ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል
b3cfdd3f-813e-4b2a-8e19-85b4e99404d5,ጭዋሂት,"ጭዋሂት, ሰሜን ጎንደር, አማራ",አማራ,ሰሜን ጎንደር,ጭዋሂት ሰሜን ጎንደር አማራ
b4d92152-3a21-48de-b75a-0ac522b1579f,ገና ቦሳ,"ገና ቦሳ, ሰሜን ኦሞ, ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል",ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል,ሰሜን ኦሞ,ገና ቦሳ ሰሜን ኦሞ ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል
b5aefc84-35c8-4f10-a966-befcf116040c,እንቲቾ,"እንቲቾ, ማዕከላዊ, ትግራይ",ትግራይ,ማዕከላዊ,እንቲቾ ማዕከላዊ ትግራይ
b5c20fce-988e-459a-bfb8-ebf813d52737,ሮቤ,"ሮቤ, አርሲ, ኦሮሚያ",ኦሮሚያ,አርሲ,ሮቤ አርሲ ኦሮሚያ
b5e9ce99-0e42-48dd-9311-6f807c96e525,ሳሳበነህ,"ሳሳበነህ, ደገሃቡር, ሶማሊ",ሶማሊ,ደገሃቡር,ሳሳበነህ ደገሃቡር ሶማሊ
b67ab4e7-bd3d-45cc-ae52-058f6ab5a2bb,ዱጉም,"ዱጉም, ምስራቃዊ, ትግራይ",ትግራይ,ምስራቃዊ,ዱጉም ምስራቃዊ ትግራይ
b71ca08b-b46c-452d-aaf3-2287e3832383,መንገላ,"መንገላ, አፋር ዞን 2, አፋር",አፋር,አፋር ዞን 2,መንገላ አፋር ዞን 2 አፋር
b7371901-0315-4c21-a5a4-ad9b4093507a,በንዲ,"በንዲ, ቤንች ማጂ, ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል",ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል,ቤንች ማጂ,በንዲ ቤንች ማጂ ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል
b7a1c3bb-90c8-41fd-90e7-52ec336d0395,በልፎዲዮ,"በልፎዲዮ, አሶሳ, ቤኒሻንጉል ጉሙዝ",ቤኒሻንጉል ጉሙዝ,አሶሳ,በልፎዲዮ አሶሳ ቤኒሻንጉል ጉሙዝ
b8bf0121-41ea-43d4-96a6-01b471fe9709,ቡሬ,"ቡሬ, ምዕራብ ጎጃም, አማራ",አማራ,ምዕራብ ጎጃም,ቡሬ ምዕራብ ጎጃም አማራ
b98bc0ae-75d3-464c-97f4-12f79c79be37,አዲ አቡን,"አዲ አቡን, ማዕከላዊ, ትግራይ",ትግራይ,ማዕከላዊ,አዲ አቡን ማዕከላዊ ትግራይ
ba4c696b-df05-4314-92dc-3517ac98bb9b,ዲቦ,"ዲቦ, ባሌ, ኦሮሚያ",ኦሮሚያ,ባሌ,ዲቦ ባሌ ኦሮሚያ
baa2828e-d8cb-4c23-8aec-c815935777a3,ደባኢና,"ደባኢና, አፋር ዞን 2, አፋር",አፋር,አፋር ዞን 2,ደባኢና አፋር ዞን 2 አፋር
bb2f21c8-d9a7-49d2-b4a2-1b5e8d18e7eb,አሳሌ,"አሳሌ, አፋር ዞን 2, አፋር",አፋር,አፋር ዞን 2,አሳሌ አፋር ዞን 2 አፋር
bc36871a-01e9-4917-b299-321c6ec99ad7,ኦብዳመር,"ኦብዳመር, ጎዴ, ሶማሊ",ሶማሊ,ጎዴ,ኦብዳመር ጎዴ ሶማሊ
bcf4caf1-7352-4d91-8bfa-787dfda02810,ደንበ በንጉል,"ደንበ በንጉል, ምዕራባዊ, ትግራይ",ትግራይ,ምዕራባዊ,ደንበ በንጉል ምዕራባዊ ትግራይ
bd07bada-d1ed-437e-8579-aeae8a8765d1,ጋብሮ,"ጋብሮ, ጎዴ, ሶማሊ",ሶማሊ,ጎዴ,ጋብሮ ጎዴ ሶማሊ
bdd23cea-2484-4ab9-a161-4f4808c09b50,ዲሊሽ,"ዲሊሽ, ምዕራብ ጎጃም, አማራ",አማራ,ምዕራብ ጎጃም,ዲሊሽ ምዕራብ ጎጃም አማራ
be53757d-e00d-4835-ae5e-770d7d058b13,ባንጃ,"ባንጃ, ሰሜን ኦሞ, ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል",ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል,ሰሜን ኦሞ,ባንጃ ሰሜን ኦሞ ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል
be95ba11-3e80-4d95-87dd-e5a6ffa8dba1,ጥቾ,"ጥቾ, አርሲ, ኦሮሚያ",ኦሮሚያ,አርሲ,ጥቾ አርሲ ኦሮሚያ
c12b7223-25f1-4353-a568-ab7e92f7009e,ጎግ,"ጎግ, ጋምቤላ ዞን 2, ጋምቤላ",ጋምቤላ,ጋምቤላ ዞን 2,ጎግ ጋምቤላ ዞን 2 ጋምቤላ
c2e8d51f-9039-4928-b6c3-f9320bd5f593,ቴኦ,"ቴኦ, አፋር ዞን 3, አፋር",አፋር,አፋር ዞን 3,ቴኦ አፋር ዞን 3 አፋር
c2eca1f3-4f46-462c-8520-f6a0ef2cc5cc,ማንዴ,"ማንዴ, ደራሼ ልዩ ወረዳ, ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል",ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል,ደራሼ ልዩ ወረዳ,ማንዴ ደራሼ ልዩ ወረዳ ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል
c4480f61-bcf7-4cdc-ba4e-f5c847862395,ሎጊያ,"ሎጊያ, አፋር ዞን 1, አፋር",አፋር,አፋር ዞን 1,ሎጊያ አፋር ዞን 1 አፋር
c48ff54b-b4bc-4141-aba6-9104c46000e5,ሰጋግ,"ሰጋግ, ፊቅ, ሶማሊ",ሶማሊ,ፊቅ,ሰጋግ ፊቅ ሶማሊ
c50a7d57-9f53-4c52-8f9c-25a32d00a111,ኢታንግ,"ኢታንግ, ጋምቤላ ዞን 1, ጋምቤላ",ጋምቤላ,ጋምቤላ ዞን 1,ኢታንግ ጋምቤላ ዞን 1 ጋምቤላ
c59a25b0-028c-48b0-87b6-4f3e63f12c1f,ገንዳዋ,"ገንዳዋ, ሰሜን ጎንደር, አማራ",አማራ,ሰሜን ጎንደር,ገንዳዋ ሰሜን ጎንደር አማራ
c5cc8c98-f636-47bd-af5c-f2849293f6bb,እንዳ መድኃኒ ዓለም,"እንዳ መድኃኒ ዓለም, ደቡባዊ, ትግራይ",ትግራይ,ደቡባዊ,እንዳ መድኃኒ ዓለም ደቡባዊ ትግራይ
c5f3a87a-bdc7-422a-b1e6-4c3f7a2a7c7d,ኡጋት,"ኡጋት, ጋምቤላ ዞን 3, ጋምቤላ",ጋምቤላ,ጋምቤላ ዞን 3,ኡጋት ጋምቤላ ዞን 3 ጋምቤላ
c6d053f0-572e-4f6a-8b30-67c07e108959,ዲምባዛ,"ዲምባዛ, ማዕከላዊ, ትግራይ",ትግራይ,ማዕከላዊ,ዲምባዛ ማዕከላዊ ትግራይ
c7476dbe-58a7-405c-93cf-bbd4df38f130,ሃሮ ዲቤ,"ሃሮ ዲቤ, ባሌ, ኦሮሚያ",ኦሮሚያ,ባሌ,ሃሮ ዲቤ ባሌ ኦሮሚያ
c7a6d79e-2b11-4c47-8b77-775c927e2398,ዲመቃ,"ዲመቃ, ደቡብ ኦሞ, ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል",ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል,ደቡብ ኦሞ,ዲመቃ ደቡብ ኦሞ ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል
c7d89f27-0e10-48a9-925b-07e6772ebb69,ቢዘት,"ቢዘት, ምስራቃዊ, ትግራይ",ትግራይ,ምስራቃዊ,ቢዘት ምስራቃዊ ትግራይ
c82c4f31-1c72-4f70-a564-00a5d7ff325d,ጋንዳባ,"ጋንዳባ, ፊቅ, ሶማሊ",ሶማሊ,ፊቅ,ጋንዳባ ፊቅ ሶማሊ
ca891e02-1ae3-45b9-a43e-14d8cab1f1aa,ባሂታ,"ባሂታ, ሰሜን ጎንደር, አማራ",አማራ,ሰሜን ጎንደር,ባሂታ ሰሜን ጎንደር አማራ
cb178945-d60f-4cf3-9404-3b16ba047cb4,ሀርቡ,"ሀርቡ, አፋር ዞን 1, አፋር",አፋር,አፋር ዞን 1,ሀርቡ አፋር ዞን 1 አፋር
cb66f357-9171-4f30-9a9f-cb9cb057f8ff,ደባርቅ,"ደባርቅ, ሰሜን ጎንደር, አማራ",አማራ,ሰሜን ጎንደር,ደባርቅ ሰሜን ጎንደር አማራ
cce5ff34-72c5-455e-b69a-bff89558b52c,ወልወል,"ወልወል, ዋርዴር, ሶማሊ",ሶማሊ,ዋርዴር,ወልወል ዋርዴር ሶማሊ
cd37134d-b101-4ef4-9f89-d66ad9853ab3,ጊራ ፈላሴ,"ጊራ ፈላሴ, ሰሜን ጎንደር, አማራ",አማራ,ሰሜን ጎንደር,ጊራ ፈላሴ ሰሜን ጎንደር አማራ
ce003df4-13a8-4e23-b4ec-92d14a032bd7,ሙስታሂል,"ሙስታሂል, አፍዴር, ሶማሊ",ሶማሊ,አፍዴር,ሙስታሂል አፍዴር ሶማሊ
ce1a033f-eeb6-477e-8dbd-6e1dd06e3e5a,ቤቶ,"ቤቶ, ሰሜን ኦሞ, ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል",ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል,ሰሜን ኦሞ,ቤቶ ሰሜን ኦሞ ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል
ce36e7f0-80b8-4f36-9f81-e2fc61dcb96e,አሮሌይ,"አሮሌይ, አፋር ዞን 2, አፋር",አፋር,አፋር ዞን 2,አሮሌይ አፋር ዞን 2 አፋር
ce5e8e71-8796-4dec-989e-37a19e91f33a,ዳጋዮ,"ዳጋዮ, ባሌ, ኦሮሚያ",ኦሮሚያ,ባሌ,ዳጋዮ ባሌ ኦሮሚያ
d017007e-773a-40d7-a636-bcdefb3e0d00,አለማያ,"አለማያ, ድሬ ዳዋ, ድሬ ዳዋ",ድሬ ዳዋ,ድሬ ዳዋ,አለማያ ድሬ ዳዋ ድሬ ዳዋ
d0ee6b1c-9a84-4088-8169-d941675431a9,ዲኖ,"ዲኖ, አርሲ, ኦሮሚያ",ኦሮሚያ,አርሲ,ዲኖ አርሲ ኦሮሚያ
d16b6967-c834-48bf-b9be-a42cc5bcabec,ባርጌሌ,"ባርጌሌ, አፍዴር, ሶማሊ",ሶማሊ,አፍዴር,ባርጌሌ አፍዴር ሶማሊ
d1a46338-5876-4f6b-a168-7772478e0413,ሀገረ ሰላም,"ሀገረ ሰላም, ማዕከላዊ, ትግራይ",ትግራይ,ማዕከላዊ,ሀገረ ሰላም ማዕከላዊ ትግራይ
d24f28ce-7452-4b2b-9af3-f9b264e4dca8,ቢያጉንዲ,"ቢያጉንዲ, ምዕራባዊ, ትግራይ",ትግራይ,ምዕራባዊ,ቢያጉንዲ ምዕራባዊ ትግራይ
d4037a68-84c6-4e02-ae2f-7dd0cc925e4c,ቦሌ,"ቦሌ, ሰሜን ኦሞ, ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል",ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል,ሰሜን ኦሞ,ቦሌ ሰሜን ኦሞ ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል
d4fc1a76-279b-4387-904a-4cbb784941da,ቆርቤታ,"ቆርቤታ, ደቡባዊ, ትግራይ",ትግራይ,ደቡባዊ,ቆርቤታ ደቡባዊ ትግራይ
d533151c-6516-46cc-b51b-34f4d3fc5c3c,አምባ ጊዮርጊስ,"አምባ ጊዮርጊስ, ሰሜን ጎንደር, አማራ",አማራ,ሰሜን ጎንደር,አምባ ጊዮርጊስ ሰሜን ጎንደር አማራ
d58755d3-b709-4446-873a-2790b9b85418,ማረግ ዱግሌህ,"ማረግ ዱግሌህ, ደገሃቡር, ሶማሊ",ሶማሊ,ደገሃቡር,ማረግ ዱግሌህ ደገሃቡር ሶማሊ
d62b8b5a-204c-4436-85cc-5bf09279b441,ሱቃ,"ሱቃ, ባሌ, ኦሮሚያ",ኦሮሚያ,ባሌ,ሱቃ ባሌ ኦሮሚያ
d6cbc9e6-9d59-490d-8634-4958e2ceadd6,ያሃ,"ያሃ, ማዕከላዊ, ትግራይ",ትግራይ,ማዕከላዊ,ያሃ ማዕከላዊ ትግራይ
d6ce3dd5-5c72-4b89-b33d-1e351a5c7463,ሐረር,"ሐረር, ሐረሪ, ሐረሪ",ሐረሪ,ሐረሪ,ሐረር ሐረሪ ሐረሪ
d71acf9c-ae98-46a0-bb55-0dce7f63a76a,ሲኤሮ,"ሲኤሮ, ማዕከላዊ, ትግራይ",ትግራይ,ማዕከላዊ,ሲኤሮ ማዕከላዊ ትግራይ
d83f34fe-1c6e-4009-949e-18d3067fb2ae,አቢይ አዲ,"አቢይ አዲ, ማዕከላዊ, ትግራይ",ትግራይ,ማዕከላዊ,አቢይ አዲ ማዕከላዊ ትግራይ
d85287e0-327b-4ad5-b331-c9dd9598c52d,ጉንጉኖ,"ጉንጉኖ, ምዕራባዊ, ትግራይ",ትግራይ,ምዕራባዊ,ጉንጉኖ ምዕራባዊ ትግራይ
d898c1a2-5f4b-457e-9e0d-1bd678a72970,ቀለም,"ቀለም, ደቡብ ኦሞ, ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል",ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል,ደቡብ ኦሞ,ቀለም ደቡብ ኦሞ ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል
d8dd73fc-a559-4a94-b6b8-af1d570e8849,ቱርሚ,"ቱርሚ, ደቡብ ኦሞ, ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል",ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል,ደቡብ ኦሞ,ቱርሚ ደቡብ ኦሞ ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል
d9f0ecb1-692b-47d2-adfd-655343014c49,ገድለጉቤ,"ገድለጉቤ, ዋርዴር, ሶማሊ",ሶማሊ,ዋርዴር,ገድለጉቤ ዋርዴር ሶማሊ
daccd1d7-8603-41a9-b0eb-78e755d01d84,ዓለም ገና,"ዓለም ገና, አዲስ አበባ ዞን 2, አዲስ አበባ",አዲስ አበባ,አዲስ አበባ ዞን 2,ዓለም ገና አዲስ አበባ ዞን 2 አዲስ አበባ
db0691d1-97e2-4bf3-a600-58881e953ef8,ጊኒር,"ጊኒር, ባሌ, ኦሮሚያ",ኦሮሚያ,ባሌ,ጊኒር ባሌ ኦሮሚያ
db4d22ae-c1c8-42d0-9848-bd0531044308,ዱራ,"ዱራ, ከፊቾ ሸኪቾ, ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል",ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል,ከፊቾ ሸኪቾ,ዱራ ከፊቾ ሸኪቾ ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል
dbb8fe11-c6c6-4291-82e9-5994167ca696,ደብረ ታቦር,"ደብረ ታቦር, ደቡብ ጎንደር, አማራ",አማራ,ደቡብ ጎንደር,ደብረ ታቦር ደቡብ ጎንደር አማራ
dd4e566b-e1be-4a13-afaa-509bd2f2b7f4,እንጅባራ,"እንጅባራ, አገው አዊ, አማራ",አማራ,አገው አዊ,እንጅባራ አገው አዊ አማራ
dd897e37-3b7e-4259-91d6-c610ef31b6b0,ዶዶላ,"ዶዶላ, ባሌ, ኦሮሚያ",ኦሮሚያ,ባሌ,ዶዶላ ባሌ ኦሮሚያ
ddc23712-1986-43d4-892a-5d05c0ab7858,ገላዲ,"ገላዲ, ዋርዴር, ሶማሊ",ሶማሊ,ዋርዴር,ገላዲ ዋርዴር ሶማሊ
de3fc629-0e45-466d-9f44-da51aab18447,ሐውዜን,"ሐውዜን, ምስራቃዊ, ትግራይ",ትግራይ,ምስራቃዊ,ሐውዜን ምስራቃዊ ትግራይ
de9918bc-ffcd-4f54-bbf2-bf9e7bd51e20,ብርኩታ,"ብርኩታ, ምዕራባዊ, ትግራይ",ትግራይ,ምዕራባዊ,ብርኩታ ምዕራባዊ ትግራይ
dea12287-0a98-432e-ae34-1a3b105ae627,ሸራሮ,"ሸራሮ, ምዕራባዊ, ትግራይ",ትግራይ,ምዕራባዊ,ሸራሮ ምዕራባዊ ትግራይ
dec5b804-ca54-468a-9e3a-14a31cf7a559,ባጉስታ,"ባጉስታ, መተከል, ቤኒሻንጉል ጉሙዝ",ቤኒሻንጉል ጉሙዝ,መተከል,ባጉስታ መተከል ቤኒሻንጉል ጉሙዝ
dee69a57-1002-41d2-ae16-13a3a25c1c61,ራሞ,"ራሞ, ባሌ, ኦሮሚያ",ኦሮሚያ,ባሌ,ራሞ ባሌ ኦሮሚያ
dfc5d400-8486-4c89-aac3-d4d2e1afac7c,ሳይንት ሚካኤ,"ሳይንት ሚካኤ, ምዕራባዊ, ትግራይ",ትግራይ,ምዕራባዊ,ሳይንት ሚካኤ ምዕራባዊ ትግራይ
e37d02b4-73c9-4e06-8d0f-f6827973f7c6,ወርደር,"ወርደር, ዋርዴር, ሶማሊ",ሶማሊ,ዋርዴር,ወርደር ዋርዴር ሶማሊ
e388a67d-db9b-44ba-82ca-ea0b467d3363,ሮቤ,"ሮቤ, ሰሜን ሸዋ, ኦሮሚያ",ኦሮሚያ,ሰሜን ሸዋ,ሮቤ ሰሜን ሸዋ ኦሮሚያ
e749daca-8281-48ba-bacf-f0e2ba86a93b,ሰንዳፋ,"ሰንዳፋ, ሰሜን ሸዋ, ኦሮሚያ",ኦሮሚያ,ሰሜን ሸዋ,ሰንዳፋ ሰሜን ሸዋ ኦሮሚያ
e76e43c4-910c-450d-91c9-621cc4dd6a9b,ዶፎ,"ዶፎ, ሰሜን ኦሞ, ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል",ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል,ሰሜን ኦሞ,ዶፎ ሰሜን ኦሞ ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል
e7953143-4287-4ee4-b242-c0f652ec2dd2,ኤሊ ውሃ,"ኤሊ ውሃ, አፋር ዞን 1, አፋር",አፋር,አፋር ዞን 1,ኤሊ ውሃ አፋር ዞን 1 አፋር
e7a58e67-5889-4022-8c53-85b81134fa50,ጋልቺያ,"ጋልቺያ, ባሌ, ኦሮሚያ",ኦሮሚያ,ባሌ,ጋልቺያ ባሌ ኦሮሚያ
e8a5f5d6-6a50-43dc-b054-aacf2acb6a23,ጠፒ,"ጠፒ, ከፊቾ ሸኪቾ, ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል",ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል,ከፊቾ ሸኪቾ,ጠፒ ከፊቾ ሸኪቾ ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል
e9c07926-7713-43e2-a24a-1e1c4288c85b,ፈለገ ነዋይ,"ፈለገ ነዋይ, ሰሜን ኦሞ, ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል",ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል,ሰሜን ኦሞ,ፈለገ ነዋይ ሰሜን ኦሞ ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል
ea1ffaf7-8c16-4bf2-b06d-1a7dac9eef24,ሙይ,"ሙይ, ቤንች ማጂ, ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል",ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል,ቤንች ማጂ,ሙይ ቤንች ማጂ ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል
eb70c25c-7462-4382-8a43-d1d04d841150,ገምቦ,"ገምቦ, ቡርጂ ልዩ ወረዳ, ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል",ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል,ቡርጂ ልዩ ወረዳ,ገምቦ ቡርጂ ልዩ ወረዳ ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል
ec0b2167-e880-4d75-a807-869155cf2bed,ዱብቲ,"ዱብቲ, አፋር ዞን 1, አፋር",አፋር,አፋር ዞን 1,ዱብቲ አፋር ዞን 1 አፋር
ec84da0f-46d0-45ed-9fa1-a6858b6a437e,ጉርጉር,"ጉርጉር, ባሌ, ኦሮሚያ",ኦሮሚያ,ባሌ,ጉርጉር ባሌ ኦሮሚያ
ed61d089-8a78-4b56-93a6-1b959227ba07,ፋሻ,"ፋሻ, ኮንሶ ልዩ ወረዳ, ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል",ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል,ኮንሶ ልዩ ወረዳ,ፋሻ ኮንሶ ልዩ ወረዳ ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል
edb685b9-e34b-471b-ab02-ed9a6d934297,ጎደሊ,"ጎደሊ, ፊቅ, ሶማሊ",ሶማሊ,ፊቅ,ጎደሊ ፊቅ ሶማሊ
eebf1ca7-637d-41b4-b030-46a93777da31,ባገና,"ባገና, ሰሜን ጎንደር, አማራ",አማራ,ሰሜን ጎንደር,ባገና ሰሜን ጎንደር አማራ
efd5c579-59bc-47d9-a338-ebd52019da9a,ኮኮሳ,"ኮኮሳ, ባሌ, ኦሮሚያ",ኦሮሚያ,ባሌ,ኮኮሳ ባሌ ኦሮሚያ
f08dc290-5162-4239-8156-326637d2ab86,አባቲምቦ ኤል ጉማስ,"አባቲምቦ ኤል ጉማስ, አሶሳ, ቤኒሻንጉል ጉሙዝ",ቤኒሻንጉል ጉሙዝ,አሶሳ,አባቲምቦ ኤል ጉማስ አሶሳ ቤኒሻንጉል ጉሙዝ
f17d457d-4177-4a2f-83fb-2232e12d80cd,አሶሳ,"አሶሳ, ቤኒሻንጉል ጉሙዝ",ቤኒሻንጉል ጉሙዝ,አሶሳ,አሶሳ አሶሳ ቤኒሻንጉል ጉሙዝ
f1bab5f5-197e-4780-9c1e-927724dad903,ወዲፋ,"ወዲፋ, ከፊቾ ሸኪቾ, ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል",ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል,ከፊቾ ሸኪቾ,ወዲፋ ከፊቾ ሸኪቾ ደቡብ ብሔሮች ብሔረሰቦችና ሕዝቦች ክልል
f4345b18-940e-429b-92bf-a92d775929f6,ሲሬ (2),"ሲሬ (2), አርሲ, ኦሮሚያ",ኦሮሚያ,አርሲ,ሲሬ (2) አርሲ ኦሮሚያ
f4c9ad39-491f-4f12-9c84-930b02306fe6,ጎሮ (2),"ጎሮ (2), ባሌ, ኦሮሚያ",ኦሮሚያ,ባሌ,ጎሮ (2) ባሌ ኦሮሚያ
f515f9f8-2882-4a38-a268-be14f9e37399,አበርገሌ,"አበርገሌ, ዋግ ሕምራ, አማራ",አማራ,ዋግ ሕምራ,አበርገሌ ዋግ ሕምራ አማራ
f5e4e807-dee2-4168-878d-9f9ca443ff2f,ገብረ ጉራቻ,"ገብረ ጉራቻ, ሰሜን ሸዋ, ኦሮሚያ",ኦሮሚያ,ሰሜን ሸዋ,ገብረ ጉራቻ ሰሜን ሸዋ ኦሮሚያ
f811d7a8-2eac-42b6-8ae6-41b61bcbdeea,ደንገል,"ደንገል, ምዕራብ ጎጃም, አማራ",አማራ,ምዕራብ ጎጃም,ደንገል ምዕራብ ጎጃም አማራ
f920eea5-9b71-48a2-945e-bb394c1971e0,መንዳባ,"መንዳባ, ሰሜን ጎንደር, አማራ",አማራ,ሰሜን ጎንደር,መንዳባ ሰሜን ጎንደር አማራ
f9f621a2-5fdc-4d7e-93de-c0fa46f973ff,ባገና አምባ,"ባገና አምባ, ሰሜን ጎንደር, አማራ",አማራ,ሰሜን ጎንደር,ባገና አምባ ሰሜን ጎንደር አማራ
